age,education,marital_status,income,expenditure,days,children,wines,fruits,meat,fish,sweets,gold
59,Postgraduate,Single,55521.0,446,435,3,416,0,26,0,0,4
49,Postgraduate,Married,48006.0,41,205,2,23,0,11,3,2,2
42,Postgraduate,Single,27213.0,70,853,1,19,3,26,10,9,3
43,Postgraduate,Divorced,65808.0,272,215,2,155,7,80,13,7,10
40,Postgraduate,Married,30351.0,46,573,1,14,0,24,3,3,2
51,Postgraduate,Married,50437.0,490,805,2,370,9,92,6,9,4
32,Undergraduate,Single,23616.0,79,774,1,4,22,11,3,7,32
38,Postgraduate,Married,53858.0,915,782,1,407,53,221,58,150,26
59,Postgraduate,Married,66465.0,1485,641,1,1200,0,204,38,29,14
27,Postgraduate,Single,46923.0,369,861,1,85,44,54,102,78,6
52,Postgraduate,Married,75072.0,1073,707,1,583,34,309,0,22,125
71,Postgraduate,Married,75865.0,1242,275,0,483,0,591,156,0,12
39,Undergraduate,Married,19789.0,78,406,1,2,5,9,28,6,28
20,Postgraduate,Married,80134.0,1378,320,0,966,26,282,52,26,26
33,Postgraduate,Single,91065.0,1474,677,0,822,114,108,179,137,114
43,Postgraduate,Married,49505.0,751,666,2,604,0,100,19,0,28
41,Postgraduate,Married,37401.0,48,239,1,19,3,19,3,1,3
31,Postgraduate,Married,30096.0,45,223,1,5,3,11,12,5,9
32,Postgraduate,Married,18492.0,10,209,1,2,2,2,2,1,1
40,Postgraduate,Married,82584.0,1435,575,0,1076,68,103,29,91,68
73,Postgraduate,Married,93027.0,2119,627,0,1285,42,716,55,0,21
61,Postgraduate,Married,48686.0,20,392,3,10,0,7,2,0,1
28,Postgraduate,Married,92910.0,1795,251,0,551,137,792,179,103,33
25,Postgraduate,Married,75433.0,1188,270,1,800,0,297,0,34,57
25,Undergraduate,Married,10404.0,43,241,1,2,2,11,10,6,12
46,Postgraduate,Married,61314.0,1008,615,1,378,0,189,97,172,172
53,Postgraduate,Single,84865.0,1688,601,0,1248,16,349,43,16,16
25,Postgraduate,Married,42387.0,684,793,1,235,0,235,19,4,191
47,Undergraduate,Married,67309.0,1082,707,2,515,47,181,149,95,95
50,Postgraduate,Married,75236.0,1068,401,1,438,66,400,12,38,114
44,Postgraduate,Single,30015.0,57,332,1,25,0,22,2,3,5
58,Postgraduate,Married,50943.0,46,558,1,31,0,7,2,0,6
48,Postgraduate,Divorced,67272.0,733,375,1,357,35,271,28,28,14
65,Postgraduate,Widow,51529.0,467,480,1,400,4,35,6,0,22
43,Postgraduate,Married,32011.0,122,496,1,99,0,15,2,1,5
28,Undergraduate,Married,7500.0,36,692,1,1,11,5,4,6,9
25,Postgraduate,Married,28691.0,34,545,1,5,4,13,8,0,4
66,Postgraduate,Married,56223.0,156,376,1,77,28,31,16,0,4
68,Postgraduate,Married,18100.0,14,512,0,3,1,2,4,3,1
25,Postgraduate,Single,30279.0,37,731,1,10,4,14,4,4,1
40,Undergraduate,Married,20130.0,34,289,0,0,6,3,7,6,12
55,Postgraduate,Divorced,23295.0,20,536,0,0,0,1,2,12,5
42,Postgraduate,Divorced,42618.0,192,448,1,76,14,74,13,5,10
50,Postgraduate,Single,81246.0,1379,367,0,398,190,537,61,156,37
38,Postgraduate,Married,24027.0,48,570,1,14,7,11,11,0,5
61,Postgraduate,Married,55707.0,428,374,1,208,7,82,30,66,35
59,Postgraduate,Single,57959.0,868,608,1,430,16,322,43,24,33
45,Postgraduate,Married,56796.0,1001,683,1,656,38,161,62,47,37
43,Postgraduate,Single,36230.0,59,440,1,14,2,30,8,2,3
34,Undergraduate,Married,70829.0,431,395,2,141,70,106,72,19,23
38,Postgraduate,Married,65991.0,971,845,1,507,19,364,25,47,9
42,Postgraduate,Married,38988.0,348,863,3,164,24,103,12,3,42
48,Undergraduate,Single,89572.0,2059,837,0,606,24,974,197,194,64
30,Postgraduate,Married,42207.0,265,639,1,116,11,72,3,17,46
62,Postgraduate,Married,50300.0,270,220,1,143,15,60,24,23,5
32,Undergraduate,Married,66664.0,1289,827,0,398,96,447,220,96,32
50,Postgraduate,Married,60597.0,893,364,1,522,0,257,32,16,66
65,Postgraduate,Widow,70165.0,926,465,0,161,0,253,199,191,122
56,Postgraduate,Widow,50520.0,135,337,1,112,0,6,2,1,14
51,Postgraduate,Married,80124.0,1495,188,0,483,84,398,205,84,241
39,Postgraduate,Married,33183.0,120,310,1,7,5,39,17,15,37
45,Postgraduate,Single,66582.0,1288,303,0,789,25,420,16,38,0
59,Postgraduate,Married,75261.0,1743,617,0,1239,17,413,23,34,17
44,Postgraduate,Widow,31880.0,15,791,1,4,1,5,2,0,3
63,Postgraduate,Married,53790.0,542,300,2,335,42,127,28,5,5
43,Postgraduate,Married,49269.0,890,868,1,639,8,166,11,8,58
39,Postgraduate,Married,61456.0,1388,644,1,563,76,384,84,192,89
34,Postgraduate,Married,37406.0,17,447,1,2,0,8,2,2,3
33,Postgraduate,Married,56937.0,906,879,1,746,8,125,11,8,8
36,Postgraduate,Married,38415.0,44,728,2,22,1,13,4,0,4
26,Postgraduate,Single,20518.0,25,227,1,4,1,6,4,1,9
58,Postgraduate,Married,62503.0,973,681,1,478,0,193,110,75,117
42,Postgraduate,Single,41644.0,31,236,2,20,3,4,2,0,2
37,Postgraduate,Married,55842.0,518,222,1,451,0,39,0,4,24
42,Postgraduate,Married,62010.0,530,799,1,371,22,39,6,0,92
37,Postgraduate,Married,41124.0,506,791,1,281,7,84,15,0,119
41,Postgraduate,Married,38961.0,70,366,1,19,7,19,0,1,24
42,Postgraduate,Divorced,37760.0,54,507,1,26,3,13,2,10,0
40,Postgraduate,Single,32233.0,296,864,1,138,15,35,25,11,72
39,Postgraduate,Married,43057.0,266,427,1,213,2,44,0,2,5
54,Postgraduate,Married,83151.0,747,812,0,407,28,100,120,74,18
50,Postgraduate,Divorced,78825.0,895,838,0,483,74,114,169,37,18
38,Postgraduate,Married,65104.0,1053,412,1,738,0,232,13,20,50
40,Postgraduate,Married,60093.0,735,553,1,502,12,109,16,6,90
45,Postgraduate,Married,14045.0,20,339,1,11,0,5,2,1,1
62,Undergraduate,Widow,28457.0,205,794,0,24,1,108,29,29,14
56,Postgraduate,Married,78952.0,2092,828,1,1170,19,594,99,76,134
38,Postgraduate,Divorced,46310.0,309,758,1,185,2,88,15,5,14
59,Postgraduate,Married,76005.0,1722,677,0,983,20,389,240,50,40
50,Postgraduate,Single,58308.0,900,718,1,691,0,69,10,0,130
70,Postgraduate,Divorced,55614.0,682,399,0,504,13,131,8,0,26
52,Postgraduate,Divorced,59432.0,663,627,1,317,25,265,25,19,12
36,Postgraduate,Divorced,55563.0,43,270,1,29,1,9,2,0,2
43,Postgraduate,Married,78642.0,1816,619,1,1396,0,322,46,35,17
65,Postgraduate,Married,67911.0,976,223,1,529,0,356,63,28,0
70,Postgraduate,Married,65275.0,746,637,0,388,14,218,91,14,21
64,Postgraduate,Married,27203.0,64,877,2,13,2,21,4,0,24
53,Postgraduate,Married,48330.0,32,411,1,28,0,4,0,0,0
24,Undergraduate,Married,24279.0,263,732,0,16,36,21,20,62,108
29,Postgraduate,Married,64355.0,1445,859,1,1047,0,140,67,38,153
58,Postgraduate,Married,50943.0,46,558,1,31,0,7,2,0,6
61,Postgraduate,Widow,53653.0,1210,784,0,815,10,239,28,10,108
38,Postgraduate,Married,65665.0,945,394,1,225,162,387,106,36,29
25,Postgraduate,Single,81217.0,1157,530,0,493,70,324,146,40,84
22,Postgraduate,Married,34935.0,137,558,0,34,4,66,3,10,20
55,Postgraduate,Divorced,61250.0,730,745,1,382,138,65,60,26,59
33,Postgraduate,Married,39665.0,216,585,1,127,1,56,0,1,31
35,Postgraduate,Single,60152.0,943,643,1,325,83,300,86,58,91
50,Postgraduate,Married,48920.0,347,437,2,238,17,68,8,10,6
55,Postgraduate,Married,89120.0,1924,289,0,1168,92,408,72,129,55
68,Postgraduate,Married,44124.0,397,599,1,284,0,55,0,6,52
39,Postgraduate,Single,81169.0,2089,626,0,1288,20,613,80,61,27
53,Postgraduate,Married,36443.0,138,696,2,65,0,46,4,3,20
24,Postgraduate,Single,26095.0,42,549,1,11,7,9,3,1,11
55,Postgraduate,Married,71367.0,777,495,0,227,23,389,42,21,75
70,Postgraduate,Married,80184.0,1902,305,0,1035,134,670,25,38,0
49,Postgraduate,Divorced,30630.0,52,338,2,27,1,12,2,0,10
27,Postgraduate,Single,73454.0,1651,305,0,982,73,351,56,14,175
23,Postgraduate,Married,42691.0,358,502,0,179,2,64,38,17,58
61,Postgraduate,Married,70503.0,1727,822,0,1379,33,216,0,33,66
27,Postgraduate,Married,25545.0,210,844,1,32,1,64,16,12,85
28,Postgraduate,Married,32880.0,42,757,1,8,4,15,7,6,2
56,Postgraduate,Married,77863.0,1291,399,0,881,38,319,16,25,12
37,Postgraduate,Married,50353.0,442,206,0,141,15,153,67,31,35
50,Postgraduate,Single,61839.0,1895,871,0,1000,155,379,224,17,120
54,Postgraduate,Married,49154.0,411,423,2,206,10,67,30,27,71
39,Undergraduate,Widow,47682.0,521,684,1,162,61,83,97,57,61
45,Postgraduate,Single,72679.0,1168,469,1,619,54,260,127,54,54
37,Postgraduate,Married,57954.0,493,196,2,456,4,24,0,0,9
52,Postgraduate,Married,65316.0,260,616,2,112,6,92,3,9,38
32,Postgraduate,Single,28567.0,46,562,1,11,3,22,2,2,6
63,Postgraduate,Married,47352.0,319,629,1,172,12,112,8,0,15
47,Postgraduate,Married,44931.0,96,347,1,78,0,11,0,0,7
47,Postgraduate,Divorced,76982.0,1062,319,0,464,151,292,65,60,30
62,Undergraduate,Married,57247.0,232,510,1,99,4,32,37,54,6
33,Postgraduate,Single,22944.0,76,373,1,19,3,19,4,5,26
37,Undergraduate,Married,25315.0,54,419,1,1,9,8,11,3,22
45,Postgraduate,Widow,43638.0,201,877,1,63,10,83,7,19,19
30,Postgraduate,Single,42710.0,406,763,1,252,3,42,4,3,102
32,Postgraduate,Married,84169.0,1919,511,0,1478,19,403,0,19,0
38,Postgraduate,Married,54058.0,662,575,1,198,18,252,32,108,54
24,Undergraduate,Married,24683.0,41,298,1,8,4,10,6,7,6
50,Postgraduate,Widow,85620.0,1600,358,0,416,46,925,60,107,46
34,Postgraduate,Married,47850.0,134,393,1,42,7,43,20,12,10
46,Postgraduate,Married,19514.0,69,339,2,14,3,21,2,1,28
41,Postgraduate,Married,27159.0,21,277,2,17,0,3,0,0,1
51,Undergraduate,Single,39548.0,54,275,2,15,4,10,3,4,18
25,Postgraduate,Single,21474.0,91,267,1,6,16,24,11,0,34
43,Postgraduate,Single,60504.0,526,327,1,458,0,24,6,4,34
51,Postgraduate,Married,22419.0,162,622,0,30,3,47,19,21,42
65,Postgraduate,Married,81698.0,1008,420,0,179,28,520,111,123,47
62,Postgraduate,Married,43462.0,240,840,2,90,17,97,15,6,15
36,Postgraduate,Single,54880.0,795,670,1,308,85,137,102,45,118
32,Postgraduate,Married,79908.0,1772,635,0,557,129,761,29,185,111
44,Undergraduate,Married,15315.0,64,515,0,7,4,13,15,8,17
55,Postgraduate,Married,87771.0,1957,588,1,1492,38,287,50,57,33
36,Postgraduate,Married,33039.0,78,478,1,30,8,12,8,8,12
34,Postgraduate,Single,81741.0,1572,563,0,249,153,940,58,134,38
43,Postgraduate,Married,71499.0,795,554,1,465,25,132,136,0,37
44,Undergraduate,Married,62466.0,889,350,1,129,129,259,168,121,83
51,Postgraduate,Divorced,48799.0,331,421,1,174,18,81,28,6,24
64,Postgraduate,Married,52157.0,265,207,1,189,2,29,3,2,40
52,Postgraduate,Single,66565.0,1065,756,1,747,10,161,65,40,42
63,Postgraduate,Married,29298.0,11,480,2,6,0,2,2,0,1
35,Postgraduate,Single,47691.0,21,544,1,14,0,3,0,0,4
44,Postgraduate,Married,38200.0,17,754,2,12,0,4,0,0,1
40,Postgraduate,Married,44989.0,369,840,1,98,0,106,49,10,106
46,Postgraduate,Married,38443.0,38,338,2,32,0,5,0,0,1
36,Undergraduate,Single,38593.0,177,474,1,51,12,49,17,24,24
44,Postgraduate,Married,64413.0,279,517,1,200,5,44,0,10,20
33,Postgraduate,Married,36959.0,62,455,1,25,6,25,6,0,0
37,Postgraduate,Married,61996.0,1230,699,1,1050,12,144,0,0,24
46,Postgraduate,Married,51287.0,182,274,2,117,0,22,13,0,30
44,Postgraduate,Married,13260.0,49,495,2,9,4,17,10,2,7
48,Postgraduate,Married,47472.0,75,471,2,56,0,11,0,0,8
58,Postgraduate,Married,54603.0,227,540,2,145,13,46,17,2,4
40,Postgraduate,Married,45207.0,215,781,2,203,0,10,0,0,2
63,Postgraduate,Married,40689.0,444,653,1,270,3,27,39,6,99
47,Undergraduate,Married,47821.0,47,437,2,9,0,16,6,6,10
63,Postgraduate,Married,27450.0,143,625,0,37,12,23,8,11,52
31,Postgraduate,Married,39453.0,55,272,1,46,0,7,0,0,2
43,Undergraduate,Married,26850.0,63,257,2,31,1,13,7,2,9
59,Postgraduate,Widow,79800.0,1867,829,0,1060,21,530,32,0,224
53,Postgraduate,Married,61794.0,611,473,1,264,47,188,54,47,11
59,Postgraduate,Married,53863.0,473,228,1,399,4,30,6,4,30
55,Postgraduate,Married,24221.0,55,498,0,8,9,9,2,5,22
30,Postgraduate,Single,39684.0,81,810,1,19,0,35,6,4,17
39,Postgraduate,Married,92163.0,2086,749,0,817,183,797,106,163,20
49,Postgraduate,Single,69882.0,1478,416,0,292,127,635,132,127,165
37,Postgraduate,Married,33178.0,49,335,1,12,6,2,11,2,16
42,Postgraduate,Married,59973.0,382,476,0,130,30,168,20,34,0
39,Postgraduate,Married,17459.0,69,468,1,6,4,16,3,10,30
45,Postgraduate,Divorced,23910.0,67,796,1,16,12,18,7,1,13
45,Postgraduate,Married,42169.0,30,438,2,19,0,9,0,0,2
36,Undergraduate,Married,26224.0,63,575,1,4,7,15,13,9,15
33,Postgraduate,Married,31089.0,79,866,1,31,3,31,2,8,4
53,Postgraduate,Single,30081.0,42,678,1,36,0,2,0,0,4
54,Postgraduate,Married,62807.0,819,852,1,526,28,135,10,21,99
59,Postgraduate,Single,72906.0,1151,470,0,400,32,519,71,75,54
66,Postgraduate,Married,61467.0,594,752,2,410,16,114,0,5,49
48,Postgraduate,Married,49618.0,129,704,2,80,3,26,4,2,14
28,Postgraduate,Single,21888.0,213,732,1,88,10,46,2,3,64
41,Postgraduate,Widow,42429.0,67,323,1,55,0,6,2,0,4
58,Postgraduate,Divorced,26150.0,28,660,3,5,1,13,3,5,1
39,Undergraduate,Married,30801.0,45,796,1,8,4,5,15,2,11
49,Postgraduate,Married,81168.0,1193,238,0,410,0,592,147,22,22
45,Postgraduate,Single,26877.0,268,499,0,101,13,76,20,18,40
70,Postgraduate,Widow,45006.0,266,531,0,162,25,53,16,0,10
41,Undergraduate,Married,18978.0,37,750,1,2,8,1,4,7,15
47,Postgraduate,Married,22574.0,37,429,3,25,0,8,2,0,2
45,Postgraduate,Single,48240.0,882,782,0,389,91,248,64,49,41
40,Postgraduate,Married,45837.0,373,523,2,215,13,87,17,17,24
49,Postgraduate,Single,35791.0,35,604,3,27,0,5,0,0,3
38,Postgraduate,Married,162397.0,107,576,2,85,1,16,2,1,2
36,Postgraduate,Widow,54162.0,42,653,2,5,6,10,6,5,10
54,Postgraduate,Married,30522.0,326,866,1,179,8,83,19,11,26
53,Postgraduate,Married,54456.0,404,538,1,352,0,27,10,0,15
43,Postgraduate,Single,31632.0,95,535,0,17,8,12,11,15,32
65,Postgraduate,Widow,72298.0,939,296,0,625,35,169,58,17,35
36,Undergraduate,Single,36975.0,33,368,1,10,6,11,0,4,2
59,Undergraduate,Married,72635.0,981,576,0,390,22,323,104,35,107
38,Postgraduate,Married,13624.0,36,710,1,10,2,15,2,1,6
39,Postgraduate,Single,84196.0,1237,576,1,215,63,507,231,31,190
54,Postgraduate,Married,70971.0,1825,831,1,1001,17,572,93,125,17
37,Postgraduate,Divorced,34487.0,103,846,2,19,18,33,24,1,8
37,Postgraduate,Single,28769.0,191,743,1,41,5,129,10,3,3
44,Postgraduate,Married,69084.0,1586,407,1,1181,107,199,39,30,30
56,Postgraduate,Married,65488.0,963,201,0,603,45,207,36,18,54
44,Undergraduate,Married,62466.0,889,350,1,129,129,259,168,121,83
54,Undergraduate,Single,32218.0,93,319,0,10,24,15,13,1,30
41,Postgraduate,Single,83917.0,1587,622,0,514,22,732,42,198,79
52,Postgraduate,Divorced,46102.0,16,296,3,14,0,1,0,0,1
62,Postgraduate,Single,84574.0,1375,575,0,387,20,713,38,54,163
52,Postgraduate,Married,56181.0,393,722,1,121,103,69,8,44,48
64,Postgraduate,Divorced,63120.0,1477,824,1,965,69,279,54,41,69
43,Postgraduate,Married,73691.0,1179,420,1,707,21,250,85,43,73
54,Postgraduate,Married,63381.0,1005,817,1,571,50,142,33,50,159
66,Postgraduate,Married,76140.0,1348,232,0,586,66,653,17,0,26
55,Postgraduate,Divorced,62859.0,1307,731,1,1063,89,102,16,12,25
50,Postgraduate,Single,45906.0,486,603,1,305,3,27,4,3,144
67,Postgraduate,Married,77632.0,2252,661,0,1200,105,758,0,42,147
43,Postgraduate,Married,46463.0,235,500,2,163,2,40,8,11,11
44,Postgraduate,Married,105471.0,1724,709,0,1009,181,104,202,21,207
44,Postgraduate,Divorced,55282.0,235,383,1,125,6,73,8,4,19
37,Postgraduate,Married,78710.0,1092,222,1,721,0,152,119,50,50
56,Postgraduate,Married,66886.0,599,471,1,315,4,62,41,31,146
54,Postgraduate,Single,98777.0,2008,317,0,1000,19,711,125,115,38
29,Postgraduate,Married,29103.0,48,856,1,16,0,17,6,3,6
40,Postgraduate,Married,67445.0,1174,871,1,757,80,217,29,80,11
64,Postgraduate,Married,50616.0,67,262,1,30,2,25,0,1,9
59,Postgraduate,Divorced,49431.0,365,880,1,219,3,100,26,0,17
39,Postgraduate,Divorced,153924.0,6,327,0,1,1,1,1,1,1
61,Postgraduate,Married,61278.0,165,361,1,111,3,28,2,6,15
56,Undergraduate,Married,26490.0,210,830,0,45,47,52,21,20,25
67,Postgraduate,Married,73059.0,1095,487,1,410,112,420,0,82,71
48,Postgraduate,Single,46734.0,223,436,3,100,1,39,6,1,76
51,Postgraduate,Married,56253.0,597,754,1,509,0,65,7,11,5
29,Postgraduate,Married,19986.0,22,412,1,3,6,5,0,2,6
39,Postgraduate,Widow,58330.0,1064,371,1,445,53,213,104,98,151
34,Undergraduate,Married,25965.0,74,845,0,2,2,11,41,7,11
58,Postgraduate,Married,14661.0,26,729,0,4,1,11,6,2,2
55,Postgraduate,Married,18690.0,60,733,0,6,1,7,23,4,19
40,Postgraduate,Married,45068.0,20,594,1,14,0,3,0,0,3
27,Undergraduate,Single,21063.0,59,462,1,1,10,11,19,3,15
46,Postgraduate,Married,29187.0,34,601,1,26,0,6,0,0,2
43,Undergraduate,Married,54690.0,198,419,2,111,16,37,7,9,18
50,Postgraduate,Married,59304.0,1048,520,1,418,61,428,80,51,10
52,Postgraduate,Single,59247.0,574,418,2,327,9,122,19,14,83
44,Postgraduate,Widow,66731.0,1029,840,1,371,159,194,58,106,141
34,Postgraduate,Married,77353.0,670,380,1,275,59,107,69,101,59
39,Postgraduate,Single,52614.0,990,760,1,789,0,142,12,9,38
40,Postgraduate,Married,26751.0,11,223,2,1,1,5,0,3,1
51,Postgraduate,Married,81300.0,1241,792,1,1004,12,145,32,12,36
35,Postgraduate,Single,70337.0,576,363,0,187,81,149,25,43,91
29,Undergraduate,Married,36145.0,172,563,1,56,4,76,17,1,18
34,Postgraduate,Single,65295.0,664,373,0,365,32,117,34,110,6
51,Postgraduate,Divorced,68118.0,928,439,1,595,23,123,10,23,154
47,Postgraduate,Divorced,68743.0,2074,853,0,1132,134,384,175,134,115
32,Undergraduate,Married,41039.0,467,524,0,34,11,137,179,61,45
59,Postgraduate,Married,38946.0,257,433,1,116,6,82,6,6,41
47,Postgraduate,Married,65777.0,1146,377,0,565,32,435,28,32,54
38,Postgraduate,Divorced,66476.0,689,664,1,372,18,126,47,48,78
42,Postgraduate,Single,86857.0,2114,840,0,899,102,838,133,102,40
32,Postgraduate,Married,160803.0,1717,879,0,55,16,1622,17,3,4
25,Postgraduate,Married,77845.0,1346,229,0,760,40,480,0,40,26
45,Postgraduate,Married,69476.0,1044,457,0,260,86,559,63,9,67
54,Postgraduate,Divorced,50611.0,493,818,1,459,0,24,6,0,4
44,Postgraduate,Single,61209.0,957,493,0,466,0,224,119,49,99
56,Postgraduate,Married,42315.0,270,537,1,67,15,80,17,11,80
62,Undergraduate,Married,13084.0,29,424,0,2,0,7,3,7,10
65,Postgraduate,Widow,47570.0,121,581,2,67,1,20,0,2,31
53,Postgraduate,Married,61923.0,126,523,2,92,4,18,3,3,6
19,Postgraduate,Single,34824.0,23,280,0,4,2,11,2,0,4
65,Postgraduate,Single,26518.0,57,632,2,20,1,28,3,3,2
53,Postgraduate,Single,45938.0,636,423,0,273,11,178,62,83,29
54,Postgraduate,Married,78468.0,1004,266,0,434,22,388,104,22,34
41,Postgraduate,Divorced,78901.0,734,470,1,321,11,309,33,26,34
36,Postgraduate,Married,71427.0,614,294,2,212,123,177,15,64,23
36,Postgraduate,Divorced,71022.0,1453,323,1,909,12,278,0,12,242
26,Postgraduate,Single,90247.0,1621,246,0,1184,32,352,21,16,16
46,Postgraduate,Divorced,41335.0,187,370,1,112,19,21,16,14,5
28,Postgraduate,Married,71952.0,1443,720,1,656,80,455,52,107,93
44,Postgraduate,Divorced,35682.0,57,187,1,23,0,8,6,2,18
63,Postgraduate,Divorced,43185.0,637,630,1,537,6,42,16,6,30
66,Postgraduate,Married,66375.0,948,405,1,712,0,45,0,0,191
43,Postgraduate,Married,35178.0,59,720,1,23,1,13,2,2,18
28,Postgraduate,Married,25252.0,18,537,1,1,3,4,2,2,6
49,Postgraduate,Single,55250.0,903,801,1,664,58,83,32,0,66
39,Postgraduate,Single,33249.0,112,679,1,6,10,21,19,14,42
61,Postgraduate,Married,58398.0,596,596,0,299,5,201,21,21,49
32,Postgraduate,Married,50272.0,233,511,1,99,13,66,43,8,4
39,Postgraduate,Married,76618.0,1511,754,0,749,40,294,121,160,147
54,Undergraduate,Divorced,87305.0,1152,829,0,345,25,501,63,138,80
36,Postgraduate,Married,25851.0,48,688,1,9,4,18,7,5,5
44,Postgraduate,Divorced,58710.0,1185,640,1,440,81,368,0,122,174
56,Postgraduate,Single,45160.0,21,277,2,8,2,5,3,0,3
49,Postgraduate,Married,74806.0,965,742,1,670,9,249,0,28,9
60,Postgraduate,Married,59111.0,869,608,0,524,0,134,28,28,155
30,Postgraduate,Married,18988.0,16,222,1,6,0,6,2,1,1
49,Postgraduate,Married,72190.0,1947,686,0,597,166,597,172,166,249
38,Postgraduate,Married,7500.0,71,882,1,7,0,12,13,7,32
48,Postgraduate,Married,44794.0,65,206,1,54,0,7,0,0,4
59,Postgraduate,Married,80395.0,1380,403,0,445,25,706,80,76,48
38,Postgraduate,Divorced,75012.0,1027,340,0,294,142,218,164,58,151
49,Postgraduate,Married,56962.0,411,446,3,292,3,77,10,3,26
23,Postgraduate,Married,89891.0,836,625,0,412,22,132,59,28,183
65,Postgraduate,Divorced,35946.0,11,460,2,8,0,3,0,0,0
61,Postgraduate,Married,53593.0,480,876,2,349,4,78,6,0,43
36,Postgraduate,Married,66373.0,606,567,2,328,9,124,12,24,109
66,Postgraduate,Divorced,45072.0,284,441,3,144,2,99,7,2,30
41,Postgraduate,Divorced,89694.0,1472,448,2,1126,28,211,37,28,42
65,Postgraduate,Married,72025.0,1677,246,0,967,0,617,43,50,0
41,Postgraduate,Married,67432.0,1335,642,1,432,79,341,177,136,170
62,Postgraduate,Married,70545.0,334,211,1,138,39,63,55,18,21
25,Undergraduate,Married,17487.0,18,653,1,0,0,1,7,4,6
45,Postgraduate,Married,62882.0,1338,874,1,509,133,497,78,24,97
61,Postgraduate,Single,64108.0,1099,648,1,948,10,86,13,21,21
58,Postgraduate,Married,34941.0,97,665,2,39,2,25,4,3,24
64,Postgraduate,Single,48767.0,63,364,3,28,1,21,3,0,10
36,Undergraduate,Married,38702.0,109,517,1,13,11,24,13,8,40
50,Postgraduate,Married,82224.0,902,340,0,307,26,360,138,31,40
62,Postgraduate,Married,83844.0,1574,598,0,901,31,345,75,31,191
39,Undergraduate,Married,17003.0,38,387,1,2,5,12,4,8,7
19,Postgraduate,Single,71163.0,960,297,0,283,17,372,138,106,44
44,Postgraduate,Single,33697.0,28,472,1,4,3,7,0,3,11
60,Undergraduate,Married,63564.0,1215,336,0,769,80,252,15,34,65
42,Postgraduate,Married,83443.0,1497,365,0,518,42,742,55,56,84
56,Postgraduate,Married,51518.0,449,454,1,350,8,66,17,4,4
39,Postgraduate,Widow,58330.0,1064,371,1,445,53,213,104,98,151
45,Postgraduate,Married,80952.0,1757,671,0,778,178,689,41,27,44
35,Postgraduate,Married,75507.0,1440,243,0,709,93,374,104,80,80
36,Undergraduate,Married,63855.0,1006,690,0,359,35,314,93,116,89
42,Postgraduate,Married,62220.0,1226,872,1,799,12,375,16,12,12
50,Postgraduate,Married,58512.0,1171,468,1,895,10,101,13,0,152
35,Postgraduate,Married,40662.0,92,656,1,40,2,23,0,4,23
55,Postgraduate,Married,38829.0,99,269,1,76,0,7,0,0,16
33,Undergraduate,Married,35523.0,66,454,1,11,5,22,12,5,11
47,Postgraduate,Single,79146.0,564,251,2,245,16,223,21,43,16
26,Postgraduate,Married,78285.0,1427,429,0,647,107,391,175,67,40
36,Postgraduate,Single,31626.0,86,600,1,39,1,9,2,1,34
62,Postgraduate,Single,75127.0,833,223,0,203,35,305,46,17,227
59,Postgraduate,Married,48726.0,242,613,1,138,3,38,4,0,59
37,Postgraduate,Married,74985.0,1869,841,0,587,51,898,247,0,86
27,Postgraduate,Married,67430.0,1364,847,0,595,97,291,127,133,121
49,Undergraduate,Married,46891.0,183,486,1,43,12,23,29,15,61
58,Postgraduate,Married,62058.0,450,584,1,301,7,74,10,0,58
35,Postgraduate,Married,72063.0,758,546,1,180,32,348,76,32,90
63,Postgraduate,Married,78939.0,1507,384,0,794,115,243,150,0,205
49,Postgraduate,Single,42720.0,654,616,2,392,5,91,28,26,112
42,Postgraduate,Married,33622.0,81,627,2,39,1,22,3,4,12
57,Postgraduate,Married,6835.0,137,753,1,107,2,12,2,2,12
61,Postgraduate,Married,41452.0,16,665,2,13,0,3,0,0,0
49,Postgraduate,Single,40760.0,93,488,1,70,0,17,0,0,6
56,Postgraduate,Married,74250.0,1158,339,0,680,11,392,75,0,0
59,Postgraduate,Single,51124.0,43,378,2,26,1,11,0,1,4
43,Postgraduate,Single,72258.0,1525,475,1,522,0,522,227,120,134
40,Postgraduate,Single,71466.0,1230,270,0,412,12,546,78,182,0
38,Postgraduate,Married,36283.0,29,261,2,6,5,5,8,0,5
44,Postgraduate,Single,20587.0,25,234,1,2,3,6,4,1,9
42,Postgraduate,Married,30467.0,24,287,1,1,3,8,2,5,5
42,Postgraduate,Married,31590.0,38,561,1,6,2,15,6,6,3
28,Undergraduate,Married,20425.0,57,793,1,4,12,5,3,16,17
54,Postgraduate,Married,17144.0,47,319,2,18,2,19,0,2,6
46,Postgraduate,Divorced,42564.0,813,728,1,324,48,186,39,18,198
36,Postgraduate,Married,43783.0,629,216,1,327,9,125,25,4,139
38,Postgraduate,Divorced,40780.0,377,844,1,229,27,71,13,3,34
69,Postgraduate,Married,62847.0,1612,715,0,521,168,706,80,76,61
57,Postgraduate,Married,82017.0,729,784,0,184,23,446,30,23,23
64,Postgraduate,Single,16813.0,50,530,0,4,8,11,12,2,13
36,Postgraduate,Married,51267.0,270,428,2,183,2,64,7,2,12
53,Postgraduate,Single,46524.0,177,635,1,31,19,35,26,14,52
52,Postgraduate,Single,45183.0,315,710,0,219,3,60,12,9,12
